,x,y,z,num_sites,mollusc_cereum_bullet,mollusc_flavum_bullet,mollusc_lividum_bullet,mollusc_rubeum_bullet,mollusc_viride_bullet,mollusc_albulus_bell,lagrange_cloud_caeruleum,lagrange_cloud_croceum,lagrange_cloud_luteolum,lagrange_cloud_proto,lagrange_cloud_roseum,lagrange_cloud_rubicundum,lagrange_cloud_viride,ice_crystal_albidum,ice_crystal_flavum,ice_crystal_lindigoticum,ice_crystal_prasinum,ice_crystal_purpureum,ice_crystal_roseum,ice_crystal_rubeum,metallic_crystal_albidum,metallic_crystal_flavum,metallic_crystal_lindigoticum,metallic_crystal_prasinum,metallic_crystal_purpureum,metallic_crystal_roseum,metallic_crystal_rubeum,silicate_crystal_albidum,silicate_crystal_flavum,silicate_crystal_lindigoticum,silicate_crystal_prasinum,silicate_crystal_purpureum,silicate_crystal_roseum,silicate_crystal_rubeum,silicate_crystal_solid spheres,solid_mineral_solid spheres,added_by,mollusc,lagrange_cloud,ice_crystal,metallic_crystal,silicate_crystal,solid_mineral
DROKIO OZ-O E6-0,15405.25,-147.09375,3936.375,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,Cereum Bullet,,,,,
DROKIO OZ-O E6-1,15415.5,-139.5625,3953.65625,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R!pP3rT,Cereum Bullet,,,"Crystal Flavum, Crystal Rubeum",,
DROKIO PF-B B47-0,15558.4375,-104.8125,3779.15625,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,Viride Bullet,,"Crystal Albidum, Crystal Prasinum, Crystal Purpureum",,,
DROKIO PJ-P C22-2,15497.1875,-96.0,3741.0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,"Cereum Bullet, Viride Bullet",,Crystal Flavum,"Crystal Flavum, Crystal Prasinum, Crystal Purpureum",,
DROKIO PN-U B50-0,15320.03125,-64.90625,3859.4375,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
DROKIO PO-G B30-0,15368.9375,-141.84375,3423.71875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
DROKIO PW-Y B47-0,15360.1875,-163.46875,3798.09375,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nigel Prang,Viride Bullet,,"Crystal Flavum, Crystal Purpureum, Crystal Rubeum",,,
DROKIO QE-Y C17-1,15324.46875,-91.25,3540.53125,3,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nigel Prang,"Cereum Bullet, Flavum Bullet, Lividum Bullet, Rubeum Bullet, Viride Bullet",,"Crystal Lindigoticum, Crystal Prasinum, Crystal Rubeum",Crystal Flavum,,
DROKIO QF-C B46-0,15500.71875,-184.84375,3759.90625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Malzerina,,,,"Crystal Flavum, Crystal Prasinum",,
DROKIO QG-J D10-0,15373.78125,-151.84375,3706.65625,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,Nigel Prang,Cereum Bullet,,,"Crystal Prasinum, Crystal Rubeum",,
DROKIO QG-J D10-7,15300.53125,-144.59375,3685.78125,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,LISA MAVRIK,Cereum Bullet,,,,,
DROKIO QL-J D10-14,15482.34375,-63.6875,3675.28125,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
DROKIO QO-D A94-0,15543.53125,-44.9375,3777.15625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
DROKIO QO-Z C16-1,15318.1875,-166.8125,3506.4375,2,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SciberWolf,"Cereum Bullet, Flavum Bullet, Lividum Bullet, Rubeum Bullet, Viride Bullet",,"Crystal Flavum, Crystal Lindigoticum, Crystal Roseum, Crystal Rubeum",,,
DROKIO QV-S B37-0,15340.53125,-99.0625,3579.09375,2,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Nigel Prang,"Cereum Bullet, Flavum Bullet, Lividum Bullet, Rubeum Bullet, Viride Bullet",,"Crystal Flavum, Crystal Lindigoticum, Crystal Roseum",,Crystal Lindigoticum,
DROKIO QW-G B44-0,15376.0625,-59.03125,3720.6875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,"Crystal Flavum, Crystal Prasinum, Crystal Purpureum, Crystal Rubeum",,
DROKIO RA-B B47-0,15564.875,-113.9375,3777.9375,3,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,Viride Bullet,Cloud Proto,"Crystal Albidum, Crystal Lindigoticum, Crystal Roseum",,,
DROKIO RA-C B46-0,15475.125,-200.625,3763.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
DROKIO RC-W B49-0,15397.5625,-69.3125,3852.59375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
DROKIO RE-P C22-2,15529.65625,-126.84375,3749.625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,Crystal Flavum,,,
DROKIO RF-C B46-0,15516.75,-174.84375,3763.6875,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Malzerina,,,,,,
DROKIO RK-N C23-2,15344.8125,-111.8125,3776.4375,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
DROKIO RP-U B36-0,15435.53125,-104.15625,3558.46875,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,LISA MAVRIK,Cereum Bullet,,"Crystal Prasinum, Crystal Purpureum, Crystal Rubeum",Crystal Prasinum,,
DROKIO RT-F B57-0,-1.0,-1.0,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BaTLeZone,,,Crystal Roseum,,,
DROKIO SA-B B47-0,15584.71875,-123.59375,3776.21875,2,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Malzerina,"Cereum Bullet, Flavum Bullet, Lividum Bullet, Rubeum Bullet, Viride Bullet",Cloud Proto,"Crystal Flavum, Crystal Lindigoticum, Crystal Rubeum",,,
DROKIO SE-Q C21-0,15380.09375,-303.46875,3700.90625,1,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,LISA MAVRIK,"Cereum Bullet, Flavum Bullet, Lividum Bullet, Rubeum Bullet, Viride Bullet",,Crystal Purpureum,,,
DROKIO SJ-G B30-0,15377.03125,-161.15625,3418.125,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
DROKIO SJ-Z C16-1,15330.4375,-201.15625,3495.03125,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Viride Bullet,,"Crystal Prasinum, Crystal Rubeum","Crystal Flavum, Crystal Rubeum",,
DROKIO SO-Q C21-12,-1.0,-1.0,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Kiwi Rob,,,Crystal Roseum,Crystal Rubeum,,
DROKIO TB-J B42-0,15317.59375,-204.90625,3675.1875,2,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,LISA MAVRIK,"Cereum Bullet, Flavum Bullet, Lividum Bullet, Rubeum Bullet, Viride Bullet",,"Crystal Purpureum, Crystal Rubeum","Crystal Flavum, Crystal Rubeum",,
DROKIO TB-R B38-0,15334.84375,-100.6875,3595.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Nigel Prang,Lividum Bullet,,Crystal Purpureum,,Crystal Lindigoticum,
DROKIO TL-Z B47-0,15556.4375,-86.34375,3797.625,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,Viride Bullet,,"Crystal Albidum, Crystal Lindigoticum, Crystal Prasinum, Crystal Rubeum",,,
DROKIO TP-E B31-0,15317.21875,-162.34375,3439.8125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
DROKIO TP-M B27-0,15315.96875,-60.34375,3359.25,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,LISA MAVRIK,Lividum Bullet,,Crystal Albidum,"Crystal Purpureum, Crystal Roseum, Crystal Rubeum",,
DROKIO TQ-A B47-0,15519.84375,-159.71875,3778.125,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
DROKIO TQ-R A86-0,15366.875,-43.75,3695.375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,"Crystal Albidum, Crystal Prasinum, Crystal Purpureum",,,
DROKIO TU-E B31-0,15358.75,-138.0625,3451.25,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
DROKIO TW-H B43-0,15356.65625,-139.34375,3705.8125,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Rated Decent,,Cloud Proto,"Crystal Flavum, Crystal Roseum",Crystal Purpureum,,
DROKIO TZ-O C22-0,15498.3125,-55.3125,3738.5625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,R!pP3rT,,,Crystal Albidum,,"Crystal Albidum, Crystal Roseum",Mineral Solid spheres
DROKIO UP-N C23-2,15555.03125,-101.9375,3809.3125,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,Cereum Bullet,Cloud Caeruleum,,Crystal Purpureum,,
DROKIO UR-H D11-3,15498.3125,-55.3125,3738.5625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
DROKIO UV-A B47-0,15580.59375,-141.875,3780.6875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
DROKIO VA-D B32-0,15322.46875,-135.5,3459.71875,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Viride Bullet,,"Crystal Albidum, Crystal Prasinum",,,
DROKIO WB-F A52-0,15344.6875,-26.28125,3333.65625,2,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SciberWolf,"Cereum Bullet, Flavum Bullet, Lividum Bullet, Rubeum Bullet, Viride Bullet",,"Crystal Albidum, Crystal Flavum, Crystal Purpureum",,,
DROKIO VG-Z B47-0,15560.0625,-123.78125,3796.03125,3,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pallidus,"Cereum Bullet, Flavum Bullet, Lividum Bullet, Rubeum Bullet, Viride Bullet",,"Crystal Albidum, Crystal Flavum, Crystal Lindigoticum",,,
DROKIO VM-H D11-2,15419.0,-157.8125,3805.03125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
DROKIO VP-N C23-3,15577.71875,-92.65625,3782.53125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
